name,sat,result,truth_masks
Name,sat,Z Z,"(True, True, True, True, True, True)"
Name,sat,Z a,"(True, True, True, True, True, False)"
Name,sat,a Z,"(True, True, True, True, False, True)"
Name,sat,a a,"(True, True, True, True, False, False)"
Name,unsat,,"(True, True, True, False, True, True)"
Name,unsat,,"(True, True, True, False, True, False)"
Name,sat, Z,"(True, True, True, False, False, True)"
Name,sat, a,"(True, True, True, False, False, False)"
Name,sat,Z ,"(True, True, False, True, True, True)"
Name,sat,Z  ,"(True, True, False, True, True, False)"
Name,sat,a ,"(True, True, False, True, False, True)"
Name,sat,a  ,"(True, True, False, True, False, False)"
Name,unsat,,"(True, True, False, False, True, True)"
Name,unsat,,"(True, True, False, False, True, False)"
Name,sat, ,"(True, True, False, False, False, True)"
Name,sat,  ,"(True, True, False, False, False, False)"
Name,sat,Z,"(True, False, True, True, True, True)"
Name,unsat,,"(True, False, True, True, True, False)"
Name,sat,,"(True, False, True, True, False, True)"
Name,unsat,,"(True, False, True, True, False, False)"
Name,unsat,,"(True, False, True, False, True, True)"
Name,unsat,,"(True, False, True, False, True, False)"
Name,unsat,,"(True, False, True, False, False, True)"
Name,unsat,,"(True, False, True, False, False, False)"
Name,unsat,,"(True, False, False, True, True, True)"
Name,unsat,,"(True, False, False, True, True, False)"
Name,unsat,,"(True, False, False, True, False, True)"
Name,unsat,,"(True, False, False, True, False, False)"
Name,unsat,,"(True, False, False, False, True, True)"
Name,unsat,,"(True, False, False, False, True, False)"
Name,unsat,,"(True, False, False, False, False, True)"
Name,unsat,,"(True, False, False, False, False, False)"
Name,sat,A A\u{0},"(False, True, True, True, True, True)"
Name,sat,A \u{0},"(False, True, True, True, True, False)"
Name,sat,\u{0} B,"(False, True, True, True, False, True)"
Name,sat,\u{0} \u{0},"(False, True, True, True, False, False)"
Name,unsat,,"(False, True, True, False, True, True)"
Name,unsat,,"(False, True, True, False, True, False)"
Name,sat, A\u{0},"(False, True, True, False, False, True)"
