name,result,truth_masks
Name,Hello World,"(True, True, True, True, True, True)"
Name,Hello world,"(True, True, True, True, True, False)"
Name,example String Of Test,"(True, True, True, True, False, True)"
Name,a b,"(True, True, True, True, False, False)"
Name,UNSAT,"(True, True, True, False, True, True)"
Name, A b,"(True, True, True, False, True, False)"
Name, hello World,"(True, True, True, False, False, True)"
Name, a test,"(True, True, True, False, False, False)"
Name,Hello World ,"(True, True, False, True, True, True)"
Name,A b ,"(True, True, False, True, True, False)"
Name,m A B ,"(True, True, False, True, False, True)"
Name,hello world ,"(True, True, False, True, False, False)"
Name, Hello World ,"(True, True, False, False, True, True)"
Name, A b ,"(True, True, False, False, True, False)"
Name, a test string ,"(True, True, False, False, False, True)"
Name, a ,"(True, True, False, False, False, False)"
Name,UNSAT,"(True, False, True, True, True, True)"
Name,UNSAT,"(True, False, True, True, True, False)"
Name,UNSAT,"(True, False, True, True, False, True)"
Name,UNSAT,"(True, False, True, True, False, False)"
Name,UNSAT,"(True, False, True, False, True, True)"
Name,UNSAT,"(True, False, True, False, True, False)"
Name,UNSAT,"(True, False, True, False, False, True)"
Name,UNSAT,"(True, False, True, False, False, False)"
Name,UNSAT,"(True, False, False, True, True, True)"
Name,UNSAT,"(True, False, False, True, True, False)"
Name,UNSAT,"(True, False, False, True, False, True)"
Name,UNSAT,"(True, False, False, True, False, False)"
Name,UNSAT,"(True, False, False, False, True, True)"
Name,UNSAT,"(True, False, False, False, True, False)"
Name,UNSAT,"(True, False, False, False, False, True)"
Name,UNSAT,"(True, False, False, False, False, False)"
Name,UNSAT,"(False, True, True, True, True, True)"
Name,A 1!,"(False, True, True, True, True, False)"
Name,1 hello!,"(False, True, True, True, False, True)"
Name,1 hello!,"(False, True, True, True, False, False)"
Name, !Hello World!,"(False, True, True, False, True, True)"
Name,UNSAT,"(False, True, True, False, True, False)"
Name, #1@!,"(False, True, True, False, False, True)"
Name, #1,"(False, True, True, False, False, False)"
Name,UNSAT,"(False, True, False, True, True, True)"
Name,UNSAT,"(False, True, False, True, True, False)"
Name,# A ,"(False, True, False, True, False, True)"
Name,1 # ,"(False, True, False, True, False, False)"
Name,UNSAT,"(False, True, False, False, True, True)"
Name,UNSAT,"(False, True, False, False, True, False)"
Name, # # # ,"(False, True, False, False, False, True)"
Name, ! ,"(False, True, False, False, False, False)"
Name,UNSAT,"(False, False, True, True, True, True)"
Name,UNSAT,"(False, False, True, True, True, False)"
Name,12345,"(False, False, True, True, False, True)"
Name,UNSAT,"(False, False, True, True, False, False)"
Name,UNSAT,"(False, False, True, False, True, True)"
Name,UNSAT,"(False, False, True, False, True, False)"
Name,UNSAT,"(False, False, True, False, False, True)"
Name,UNSAT,"(False, False, True, False, False, False)"
Name,UNSAT,"(False, False, False, True, True, True)"
Name,UNSAT,"(False, False, False, True, True, False)"
Name,UNSAT,"(False, False, False, True, False, True)"
Name,UNSAT,"(False, False, False, True, False, False)"
Name,UNSAT,"(False, False, False, False, True, True)"
Name,UNSAT,"(False, False, False, False, True, False)"
Name,UNSAT,"(False, False, False, False, False, True)"
Name,UNSAT,"(False, False, False, False, False, False)"
Email,user@example.com,"(True, True, True, True, True, True)"
Email,manager@example.com,"(True, True, True, True, True, False)"
Email,user@example.com.,"(True, True, True, True, False, True)"
Email,manager@company.com.,"(True, True, True, True, False, False)"
Email,user@example,"(True, True, True, False, True, True)"
Email,projectmanager@example,"(True, True, True, False, True, False)"
Email,user@example.,"(True, True, True, False, False, True)"
Email,john.manager@company.,"(True, True, True, False, False, False)"
Email,example@domain.com@another,"(True, True, False, True, True, True)"
Email,manager@domain.com@another.com,"(True, True, False, True, True, False)"
Email,example@domain.com.another@domain.com.,"(True, True, False, True, False, True)"
Email,manager@company.com@anotherdomain.com.,"(True, True, False, True, False, False)"
Email,user@domain@info,"(True, True, False, False, True, True)"
Email,user@domain@manager,"(True, True, False, False, True, False)"
Email,example@domain@another.,"(True, True, False, False, False, True)"
Email,project_manager.,"(True, True, False, False, False, False)"
Email,@user.name,"(True, False, True, True, True, True)"
Email,@manager.example,"(True, False, True, True, True, False)"
Email,@example.com.,"(True, False, True, True, False, True)"
Email,@manager.name.,"(True, False, True, True, False, False)"
Email,@user123,"(True, False, True, False, True, True)"
Email,@managers1,"(True, False, True, False, True, False)"
Email,@user.name.,"(True, False, True, False, False, True)"
Email,@manager.,"(True, False, True, False, False, False)"
Email,@example.domain.com,"(True, False, False, True, True, True)"
Email,@manager.example@company.com,"(True, False, False, True, True, False)"
Email,@example.@domain.,"(True, False, False, True, False, True)"
Email,@@manager..,"(True, False, False, True, False, False)"
Email,@user@info,"(True, False, False, False, True, True)"
Email,@@manager,"(True, False, False, False, True, False)"
Email,@example@domain.,"(True, False, False, False, False, True)"
Email,@manager@.manager.,"(True, False, False, False, False, False)"
Email,John Doe @example.com,"(False, True, True, True, True, True)"
Email,Project manager @example.com,"(False, True, True, True, True, False)"
Email,test user@example.com.,"(False, True, True, True, False, True)"
Email,John manager @example.com.,"(False, True, True, True, False, False)"
Email,user name@example,"(False, True, True, False, True, True)"
Email,John manager @example,"(False, True, True, False, True, False)"
Email,user @example.,"(False, True, True, False, False, True)"
Email,project manager @example.,"(False, True, True, False, False, False)"
Email,John Doe,"(False, True, False, True, True, True)"
Email,project manager @example.com @another.com,"(False, True, False, True, True, False)"
Email,hello@world@domain.com .,"(False, True, False, True, False, True)"
Email,manager team@domain.com@anotherdomain.,"(False, True, False, True, False, False)"
Email,Hello @ @ World,"(False, True, False, False, True, True)"
Email,manager team @example @anotherexample,"(False, True, False, False, True, False)"
Email,hello @ there @ .,"(False, True, False, False, False, True)"
Email,John manager @example1 @example2.,"(False, True, False, False, False, False)"
Email,@user.name example,"(False, False, True, True, True, True)"
Email,@.manager project lead,"(False, False, True, True, True, False)"
Email,@user name.example.,"(False, False, True, True, False, True)"
Email,@manager example.,"(False, False, True, True, False, False)"
Email,@ user example,"(False, False, True, False, True, True)"
Email,@ manager example,"(False, False, True, False, True, False)"
Email,@user name.,"(False, False, True, False, False, True)"
Email,@project manager team .,"(False, False, True, False, False, False)"
Email,@example.com this is a test @another.example,"(False, False, False, True, True, True)"
Email,@manager test@example.com @another.manager,"(False, False, False, True, True, False)"
Email,@example.com @test .,"(False, False, False, True, False, True)"
Email,@. manager @ some text.,"(False, False, False, True, False, False)"
Email,@ test @ example,"(False, False, False, False, True, True)"
Email,@ user manager @,"(False, False, False, False, True, False)"
Email,@example test@value.,"(False, False, False, False, False, True)"
Email,@ manager @.,"(False, False, False, False, False, False)"
Password,A1b$,"(True, True, True, True, True)"
Password,Hello!,"(True, True, True, True, False)"
Password,A1$B,"(True, True, True, False, True)"
Password,HELLO!,"(True, True, True, False, False)"
Password,abc1$,"(True, True, False, True, True)"
Password,abc$,"(True, True, False, True, False)"
Password,UNSAT,"(True, True, False, False, True)"
