name,result,truth_masks
Name,John Smith,"(True, True, True, True, True, True)"
Name,John Smith,"(True, True, True, True, True, False)"
Name,jo hn,"(True, True, True, True, False, True)"
Name,a b c,"(True, True, True, True, False, False)"
Name, A N a,"(True, True, True, False, True, True)"
Name,A b,"(True, True, True, False, True, False)"
Name,a Name,"(True, True, True, False, False, True)"
Name, a hello,"(True, True, True, False, False, False)"
Name,John ,"(True, True, False, True, True, True)"
Name,A b ,"(True, True, False, True, True, False)"
Name,a A ,"(True, True, False, True, False, True)"
Name,a b ,"(True, True, False, True, False, False)"
Name, J,"(True, True, False, False, True, True)"
Name, A a ,"(True, True, False, False, True, False)"
Name,UNSAT,"(True, True, False, False, False, True)"
Name, `a A,"(True, True, False, False, False, False)"
Name,JohnPeterDoe,"(True, False, True, True, True, True)"
Name,UNSAT,"(True, False, True, True, True, False)"
Name,UNSAT,"(True, False, True, True, False, True)"
Name,John jones,"(True, False, True, True, False, False)"
Name,UNSAT,"(True, False, True, False, True, True)"
Name, Aa,"(True, False, True, False, True, False)"
Name,,"(True, False, True, False, False, True)"
Name, a ,"(True, False, True, False, False, False)"
Name,A ,"(True, False, False, True, True, True)"
Name,A a b,"(True, False, False, True, True, False)"
Name,A,"(True, False, False, True, False, True)"
Name,UNSAT,"(True, False, False, True, False, False)"
Name,A,"(True, False, False, False, True, True)"
Name,A Nam ,"(True, False, False, False, True, False)"
Name,UNSAT,"(True, False, False, False, False, True)"
Name,a name,"(True, False, False, False, False, False)"
Name,!123!,"(False, True, True, True, True, True)"
Name,J_ohN,"(False, True, True, True, True, False)"
Name,$ _ B C,"(False, True, True, True, False, True)"
Name,!hello world,"(False, True, True, True, False, False)"
Name,A B C,"(False, True, True, False, True, True)"
Name, ! . ,"(False, True, True, False, True, False)"
Name,! ' ,"(False, True, True, False, False, True)"
Name,! x ,"(False, True, True, False, False, False)"
Name,A MAC ,"(False, True, False, True, True, True)"
Name,D 123,"(False, True, False, True, True, False)"
Name, xX ,"(False, True, False, True, False, True)"
Name,1abc def ,"(False, True, False, True, False, False)"
Name,UNSAT,"(False, True, False, False, True, True)"
Name, Mr.,"(False, True, False, False, True, False)"
Name,		,"(False, True, False, False, False, True)"
Name, !,"(False, True, False, False, False, False)"
Name,AbC,"(False, False, True, True, True, True)"
